npi,category,taxonomy_code,primary_switch,nppes_deactivated,ndh_role,cms_enrollment_org
1578954228,dental,122300000X,Y,,,
1578957304,physician,207T00000X,Y,,Y,Y
1578957601,physician,208000000X,Y,,Y,Y
1578957700,physician,208000000X,Y,,Y,
1578957957,rehab-therapy,235Z00000X,Y,,,
1578958195,behavioral-health,103K00000X,Y,,,
1578958633,physician,2085R0202X,Y,,Y,Y
1578958732,pharmacy,183500000X,Y,,,
1578958989,dental,122300000X,Y,,,
1578959177,physician,208600000X,Y,,Y,Y
1578960118,advanced-practice,363LP2300X,Y,,Y,Y
1578960563,chiropractic,111N00000X,Y,,,
1578960738,other-clinical,171M00000X,Y,,,
1578960993,chiropractic,111N00000X,Y,,,
1578961025,advanced-practice,363A00000X,Y,,Y,Y
1578961348,rehab-therapy,225700000X,Y,,,
1578961991,advanced-practice,367500000X,Y,,Y,
1578962841,behavioral-health,101YP2500X,Y,,,
1578963542,behavioral-health,101YM0800X,Y,,Y,Y
1578963625,pharmacy,183500000X,Y,,,
1578964557,behavioral-health,101YP2500X,Y,,,
1578964821,advanced-practice,363A00000X,Y,,Y,Y
1578965000,rehab-therapy,225X00000X,Y,,,
1578965224,behavioral-health,101YM0800X,Y,,,
1578966008,advanced-practice,363A00000X,Y,,Y,Y
1578966255,behavioral-health,106H00000X,Y,,,
1578966487,behavioral-health,103K00000X,Y,,Y,
1578966990,nursing,164W00000X,Y,,,
1578967113,behavioral-health,101YA0400X,Y,,,
1578968103,behavioral-health,101YM0800X,Y,,,
1578968723,behavioral-health,101YP2500X,Y,,,
1578969291,pharmacy,183500000X,Y,,,
1578969663,pharmacy,183500000X,Y,,,
1578969952,chiropractic,111N00000X,Y,,Y,Y
1578970273,physician,207RG0100X,Y,,Y,Y
1578970638,dietary,133VN1004X,Y,,Y,Y
1578970869,dental,122300000X,Y,,,
1578971602,rehab-therapy,235Z00000X,Y,,,
1578971719,rehab-therapy,235Z00000X,Y,,,
1578971735,rehab-therapy,225200000X,Y,,,
1578972147,rehab-therapy,225100000X,Y,,,
1578972410,eye-vision,152W00000X,Y,,Y,Y
1578972741,pharmacy,183500000X,Y,,,
1578973806,rehab-therapy,235Z00000X,Y,,,
1578974424,behavioral-health,101Y00000X,Y,,,
1578975298,physician,207Q00000X,Y,,Y,Y
1578975884,pharmacy,183500000X,Y,,,
1578975892,physician,207Q00000X,Y,,,
1578976650,pharmacy,183500000X,Y,,,
1578976833,behavioral-health,104100000X,Y,,,
1578977708,advanced-practice,363AM0700X,Y,,Y,Y
1578977989,physician,207P00000X,Y,,Y,Y
1578978367,rehab-therapy,225X00000X,Y,,,
1578978425,physician,207R00000X,Y,,Y,
1578978722,behavioral-health,103K00000X,Y,,,
1578978961,advanced-practice,363A00000X,Y,,Y,
1578979043,behavioral-health,103T00000X,Y,,Y,Y
1578981031,behavioral-health,101YP2500X,Y,,Y,Y
1578981692,physician,207LP3000X,Y,,Y,Y
1578981940,physician,207RC0001X,Y,,Y,Y
1578982062,physician,207R00000X,Y,,Y,Y
1578982096,physician,2080P0205X,Y,,Y,Y
1578982443,behavioral-health,1041S0200X,Y,,,
1578983284,physician,2085N0700X,Y,,Y,Y
1578983557,physician,2085R0202X,Y,,Y,Y
1578983748,rehab-therapy,225XP0019X,Y,,,
1578983987,physician,207R00000X,Y,,Y,Y
1578984241,advanced-practice,363L00000X,Y,,Y,Y
1578985891,behavioral-health,106H00000X,Y,,,
1578986014,behavioral-health,103K00000X,Y,,,
1578987327,behavioral-health,1041C0700X,Y,,Y,Y
1578987608,pharmacy,183500000X,Y,,,
1578987996,physician,207X00000X,Y,,Y,Y
1578988143,behavioral-health,1041C0700X,Y,,Y,Y
1578988424,behavioral-health,104100000X,Y,,,
1578989026,behavioral-health,101YM0800X,Y,,,
1578990479,pharmacy,183500000X,Y,,,
1578990933,behavioral-health,104100000X,Y,,,
1578991121,advanced-practice,363A00000X,Y,,Y,Y
1578991543,pharmacy,183500000X,Y,,,
1578991923,dietary,133V00000X,Y,,,
1578992111,rehab-therapy,225X00000X,Y,,,
1578992228,behavioral-health,101YP2500X,Y,,,
1578993069,rehab-therapy,225100000X,Y,,,
1578993978,advanced-practice,363LF0000X,Y,,Y,Y
1578994190,rehab-therapy,225100000X,Y,,,
1578994232,behavioral-health,101YP2500X,Y,,,
1578994398,rehab-therapy,225100000X,Y,,,
1578994596,dental,1223E0200X,Y,,,
1578994844,rehab-therapy,225100000X,Y,,,
1578994992,behavioral-health,103T00000X,Y,,,
1578995494,pharmacy,183500000X,Y,,Y,
1578995619,other-clinical,174400000X,Y,,,
1578996427,advanced-practice,364SF0001X,Y,,,
1578996815,advanced-practice,363LW0102X,Y,,Y,Y
1578996914,physician,208M00000X,Y,,Y,Y
1578997060,behavioral-health,101YP2500X,Y,,Y,Y
1578997094,behavioral-health,101YM0800X,Y,,,
1578997979,pharmacy,183500000X,Y,,,
1578998712,behavioral-health,101YP2500X,Y,,Y,Y
1578998928,behavioral-health,101Y00000X,Y,,Y,Y
1578999538,student,390200000X,Y,,,
1578999777,advanced-practice,363A00000X,Y,,Y,Y
1588000152,physician,207Q00000X,Y,,Y,Y
1588000467,other-clinical,174400000X,Y,,,
1588001523,physician,207R00000X,Y,,Y,
1588001713,physician,207Q00000X,Y,,Y,Y
1588001788,physician,208100000X,Y,,Y,Y
1588001978,pharmacy,183500000X,Y,,,
1588002109,advanced-practice,363AS0400X,Y,,Y,Y
1588002513,behavioral-health,1041C0700X,Y,,Y,
1588003321,physician,207Q00000X,Y,,Y,Y
1588003412,dental,122300000X,Y,,,
1588003578,behavioral-health,101YP2500X,Y,,,
1588003743,advanced-practice,363LA2200X,Y,,Y,Y
1588003826,physician,2084P0800X,Y,,Y,Y
1588003958,eye-vision,152W00000X,Y,,Y,Y
1588005573,behavioral-health,104100000X,Y,,,
1588008445,physician,2084P0800X,Y,,Y,Y
1588008510,behavioral-health,103T00000X,Y,,Y,Y
1588008593,chiropractic,111N00000X,Y,,,
1588008791,physician,207P00000X,Y,,Y,Y
1588009559,physician,207Q00000X,Y,,Y,
1588009633,physician,207P00000X,Y,,Y,Y
1588009724,physician,2084N0402X,Y,,Y,Y
1588010938,rehab-therapy,225100000X,Y,,,
1588011019,rehab-therapy,235Z00000X,Y,,Y,
1588012462,agency,252Y00000X,Y,,,
1588012942,physician,208M00000X,Y,,Y,Y
1588013916,other-clinical,171M00000X,Y,,,
1588014195,facility,310400000X,Y,,,
1588014427,rehab-therapy,225100000X,Y,,Y,
1588015390,behavioral-health,101YM0800X,Y,,Y,Y
1588015622,rehab-therapy,225X00000X,Y,,,
1588015671,physician,208200000X,Y,,Y,Y
1588016398,pharmacy,183500000X,Y,,,
1588017016,physician,207RC0000X,Y,,Y,
1588017776,nursing,163W00000X,Y,,,
1588018022,physician,207Q00000X,Y,,,
1588018048,physician,207P00000X,Y,,Y,Y
1588018451,nursing,163W00000X,Y,,,
1588018485,physician,208600000X,Y,,Y,Y
1588018576,physician,207QS0010X,Y,,Y,
1588018691,rehab-therapy,2255A2300X,Y,,,
1588018766,student,390200000X,Y,,,
1588019434,eye-vision,152W00000X,Y,,Y,Y
1588019459,behavioral-health,101YP2500X,Y,,Y,
1588019871,behavioral-health,101YM0800X,Y,,,
1588019939,rehab-therapy,235Z00000X,Y,,,
1588020267,advanced-practice,363LF0000X,Y,,Y,
1588020507,physician,2084N0400X,Y,,Y,Y
1588020572,rehab-therapy,224Z00000X,Y,,,
1588022230,advanced-practice,363LF0000X,Y,,,
1588022735,support,246ZA2600X,Y,,,
1588023170,rehab-therapy,2255A2300X,Y,,,
1588023287,advanced-practice,363LF0000X,Y,,Y,Y
1588023469,physician,207R00000X,Y,,Y,Y
1588024095,behavioral-health,101YM0800X,Y,,,
1588024475,behavioral-health,101Y00000X,Y,,,
1588024673,rehab-therapy,225X00000X,Y,,,
1588025688,behavioral-health,1041C0700X,Y,,Y,Y
1588025993,pharmacy,183500000X,Y,,,
1588027007,pharmacy,183500000X,Y,,,
1588027031,physician,2085R0001X,Y,,Y,Y
1588027908,physician,207V00000X,Y,,Y,Y
1588028054,advanced-practice,363AM0700X,Y,,Y,Y
1588028799,physician,207N00000X,Y,,Y,Y
1588028815,student,390200000X,Y,,Y,
1588028823,physician,207L00000X,Y,,Y,Y
1588029433,rehab-therapy,225X00000X,Y,,Y,
1588029581,behavioral-health,101YP2500X,Y,,Y,
1588030340,advanced-practice,363LF0000X,Y,,Y,Y
1588030407,behavioral-health,101YP2500X,Y,,,
1588030944,behavioral-health,101YM0800X,Y,,,
1588031082,rehab-therapy,225100000X,Y,,Y,
1588031728,advanced-practice,363L00000X,Y,,Y,Y
1588033211,rehab-therapy,235Z00000X,Y,,,
1588033393,rehab-therapy,225X00000X,Y,,,
1588033930,behavioral-health,101YM0800X,Y,,,
1588034797,behavioral-health,101Y00000X,Y,,,
1588036057,advanced-practice,363A00000X,Y,,Y,Y
1588036107,advanced-practice,363LP2300X,Y,,Y,Y
1588036115,advanced-practice,363A00000X,Y,,Y,
1588036701,rehab-therapy,225X00000X,Y,,,
1588036743,advanced-practice,363A00000X,Y,,Y,
1588037170,behavioral-health,101Y00000X,Y,,,
1588037477,pharmacy,183500000X,Y,,,
1588037501,behavioral-health,101YP2500X,Y,,,
1588037675,physician,208100000X,Y,,,
1588038020,behavioral-health,103K00000X,Y,,,
1588038194,rehab-therapy,225X00000X,Y,,,
1588038269,behavioral-health,101Y00000X,Y,,,
1588039549,advanced-practice,363AM0700X,Y,,Y,Y
1588039853,behavioral-health,101Y00000X,Y,,,
1588039986,advanced-practice,363A00000X,Y,,Y,
1588040026,dietary,133V00000X,Y,,Y,Y
1588040166,rehab-therapy,235Z00000X,Y,,,
1588040430,rehab-therapy,225100000X,Y,,Y,
1588040448,rehab-therapy,225100000X,Y,,,
1588040695,eye-vision,152W00000X,Y,,Y,
1588041750,physician,207W00000X,Y,,Y,Y
1588042006,behavioral-health,1041C0700X,Y,,,
1588042105,advanced-practice,363L00000X,Y,,Y,Y
1588042667,physician,208000000X,Y,,,
1588043012,behavioral-health,104100000X,Y,,,
1588043111,dental,1223G0001X,Y,,Y,
1588043343,behavioral-health,101Y00000X,Y,,,
1588043582,physician,207RG0100X,Y,,Y,Y
1588044143,dental,1223P0221X,Y,,,
1588044283,physician,207Q00000X,Y,,Y,Y
1588044473,physician,207R00000X,Y,,Y,Y
1588045272,dental,1223P0221X,Y,,,
1588045629,pharmacy,183500000X,Y,,,
1588045777,behavioral-health,101Y00000X,Y,,,
1588045975,physician,207R00000X,Y,,Y,Y
1588046403,physician,207RC0000X,Y,,Y,Y
1588046981,physician,207R00000X,Y,,Y,Y
1588047559,rehab-therapy,225X00000X,Y,,,
1588047674,behavioral-health,101Y00000X,Y,,,
1588047708,rehab-therapy,2251X0800X,Y,,,
1588047898,physician,207RH0003X,Y,,Y,Y
1588048045,dental,1223P0221X,Y,,Y,
1588048136,eye-vision,152W00000X,Y,,,
1588048722,rehab-therapy,225100000X,Y,,,
1588048870,rehab-therapy,235Z00000X,Y,,,
1588049522,chiropractic,111N00000X,Y,,Y,Y
1588049555,dental,122300000X,Y,,,
1588049860,behavioral-health,101YP2500X,Y,,,
1588049969,advanced-practice,363LF0000X,Y,,Y,Y
1588050546,other-clinical,174400000X,Y,,Y,Y
1588050645,other-clinical,171M00000X,Y,,,
1588050728,physician,207Q00000X,Y,,Y,
1588050819,physician,208000000X,Y,,Y,Y
1588050827,physician,207RG0100X,Y,,Y,Y
1588050967,physician,2084N0400X,Y,,Y,Y
1588051130,physician,207R00000X,Y,,Y,
1588051205,nursing,163WC1500X,Y,,,
1588051452,physician,208G00000X,Y,,Y,Y
1588051775,advanced-practice,363L00000X,Y,,,
1588051841,pharmacy,183500000X,Y,,,
1588052047,behavioral-health,103TC0700X,Y,,,
1588052716,dental,122300000X,Y,,,
1588052732,rehab-therapy,225X00000X,Y,,,
1588052922,rehab-therapy,225100000X,Y,,,
1588053417,behavioral-health,101YA0400X,Y,,,
1588053540,physician,208000000X,Y,,,
1588053607,advanced-practice,363AM0700X,Y,,Y,Y
1588054449,rehab-therapy,225200000X,Y,,,
1588055735,behavioral-health,101YM0800X,Y,,,
1588055784,behavioral-health,1041C0700X,Y,,,
1588055826,pharmacy,183700000X,Y,,,
1588056493,nursing,164W00000X,Y,,,
1588056840,advanced-practice,363AM0700X,Y,,Y,
1588057509,behavioral-health,103TC1900X,Y,,Y,Y
1588058119,nursing,163W00000X,Y,,Y,Y
1588058135,behavioral-health,1041C0700X,Y,,Y,Y
1588058242,advanced-practice,363AM0700X,Y,,Y,Y
1588059513,physician,208M00000X,Y,,Y,Y
1588059984,physician,207P00000X,Y,,Y,Y
1588060024,behavioral-health,101YM0800X,Y,,Y,
1588060560,behavioral-health,101Y00000X,Y,,,
1588060677,pharmacy,183500000X,Y,,,
1588061931,advanced-practice,363A00000X,Y,,Y,Y
1588062863,rehab-therapy,225X00000X,Y,,,
1588063291,behavioral-health,101YM0800X,Y,,,
1588063317,rehab-therapy,225X00000X,Y,,,
1588063614,advanced-practice,363LF0000X,Y,,Y,Y
1588064018,advanced-practice,363LP0200X,Y,,Y,
1588064026,dental,122300000X,Y,,,
1588064067,rehab-therapy,225100000X,Y,,Y,
1588064240,rehab-therapy,235Z00000X,Y,,,
1588064489,rehab-therapy,225X00000X,Y,,,
1588064554,other-clinical,173C00000X,Y,,,
1588064869,advanced-practice,363AS0400X,Y,,Y,
1588065163,dental,1223G0001X,Y,,,
1588065262,behavioral-health,101YP2500X,Y,,,
1588065528,rehab-therapy,225100000X,Y,,Y,Y
1588066617,nursing,163W00000X,Y,,,
1588066807,dietary,133V00000X,Y,,,
1588066997,advanced-practice,363AM0700X,Y,,Y,Y
1588067250,rehab-therapy,235Z00000X,Y,,,
1588067656,pharmacy,183500000X,Y,,Y,
1588067714,rehab-therapy,225X00000X,Y,,,
1588067748,advanced-practice,363LA2200X,Y,,Y,Y
1588069868,rehab-therapy,225X00000X,Y,,,
1588070346,physician,207QA0401X,Y,,Y,Y
1588070460,physician,207RG0300X,Y,,Y,Y
1588070858,advanced-practice,363AM0700X,Y,,Y,Y
1588070882,rehab-therapy,225100000X,Y,,Y,Y
1588071211,advanced-practice,367500000X,Y,,Y,Y
1588071765,chiropractic,111N00000X,Y,,,
1588072011,behavioral-health,1041C0700X,Y,,,
1588072292,physician,2084N0400X,Y,,Y,Y
1588072342,behavioral-health,103K00000X,Y,,,
1588072821,advanced-practice,363A00000X,Y,,Y,
1588073852,rehab-therapy,235Z00000X,Y,,,
1588074355,physician,207RG0100X,Y,,Y,Y
1588074439,behavioral-health,101YA0400X,Y,,,
1588074546,physician,207R00000X,Y,,Y,Y
1588074579,physician,207Q00000X,Y,,Y,Y
1588074819,physician,207ZC0006X,Y,,Y,Y
1588074942,advanced-practice,363LP0200X,Y,,,
1588075444,behavioral-health,101YP2500X,Y,,,
1588075485,physician,2086S0127X,Y,,Y,Y
1588076178,dental,1223X0400X,Y,,,
1588076319,physician,207Q00000X,Y,,,
1588076434,advanced-practice,363LG0600X,Y,,Y,Y
1588076442,rehab-therapy,225X00000X,Y,,Y,Y
1588076517,behavioral-health,101YP2500X,Y,,Y,Y
1588077234,physician,207R00000X,Y,,Y,
1588077309,physician,207R00000X,Y,,Y,
1588077390,pharmacy,183500000X,Y,,,
1588078315,physician,2085R0202X,Y,,Y,Y
1588078935,rehab-therapy,225X00000X,Y,,,
1588079214,rehab-therapy,225100000X,Y,,,
1588079362,podiatry,213ES0103X,Y,,,
1588079602,physician,2084P0800X,Y,,Y,Y
1588079834,physician,207Q00000X,Y,,,
1588080105,dental,122300000X,Y,,,
1588080774,advanced-practice,363L00000X,Y,,Y,Y
1588081145,physician,2080S0010X,Y,,Y,Y
1588081624,rehab-therapy,225100000X,Y,,,
1588082101,physician,207R00000X,Y,,Y,Y
1588082614,behavioral-health,1041C0700X,Y,,,
1588082655,behavioral-health,101YP2500X,Y,,Y,
1588083083,behavioral-health,101YP2500X,Y,,,
1588083463,physician,207QS0010X,Y,,Y,Y
1588084594,physician,207P00000X,Y,,Y,Y
1588085385,behavioral-health,1041C0700X,Y,,,
1588085534,chiropractic,111N00000X,Y,,Y,
1588085641,rehab-therapy,225100000X,Y,,Y,
1588086144,advanced-practice,363LA2100X,Y,,Y,Y
1588086706,nursing,163W00000X,Y,,,
1588086763,advanced-practice,363LF0000X,Y,,Y,Y
1588088462,behavioral-health,101YM0800X,Y,,,
1588088546,behavioral-health,101YM0800X,Y,,,
1588089247,physician,2085R0202X,Y,,Y,Y
1588089825,advanced-practice,363LP0200X,Y,,,
1588089916,advanced-practice,363A00000X,Y,,Y,
1588090203,pharmacy,183500000X,Y,,,
1588090567,behavioral-health,101Y00000X,Y,,,
1588091557,pharmacy,183500000X,Y,,,
1588091656,other-clinical,171M00000X,Y,,,
1588092001,advanced-practice,363LP0200X,Y,,,
1588093025,advanced-practice,363L00000X,Y,,Y,Y
1588093496,behavioral-health,103T00000X,Y,,Y,
1588093892,behavioral-health,104100000X,Y,,,
1588094429,pharmacy,183500000X,Y,,,
1588094692,advanced-practice,363AM0700X,Y,,Y,
1588095350,behavioral-health,104100000X,Y,,Y,
1588096788,physician,2085R0001X,Y,,Y,Y
1588098586,pharmacy,183500000X,Y,,,
1588099915,advanced-practice,363LA2200X,Y,,,
1588099923,pharmacy,183500000X,Y,,,
1588099980,rehab-therapy,225100000X,Y,,,
1588100010,behavioral-health,103T00000X,Y,,,
1588100762,behavioral-health,106H00000X,Y,,,
1588101331,other-clinical,171M00000X,Y,,,
1588101513,rehab-therapy,225X00000X,Y,,,
1588102040,rehab-therapy,225X00000X,Y,,,
1588102271,behavioral-health,101YP2500X,Y,,,
1588102644,behavioral-health,101YP2500X,Y,,,
1588102834,behavioral-health,101YP2500X,Y,,,
1588102974,behavioral-health,101YP2500X,Y,,,Y
1588103352,advanced-practice,363LF0000X,Y,,Y,Y
1588104178,behavioral-health,1041C0700X,Y,,,
1588104467,advanced-practice,363LF0000X,Y,,Y,
1588104756,student,390200000X,Y,,,
1588105043,advanced-practice,367500000X,Y,,Y,Y
1588105324,physician,207P00000X,Y,,Y,Y
1588105456,behavioral-health,101Y00000X,Y,,,
1588106462,pharmacy,183500000X,Y,,,
1588106561,behavioral-health,101YA0400X,Y,,,
1588107056,rehab-therapy,225100000X,Y,,,
1588107080,dietary,133V00000X,Y,,,
1588107551,rehab-therapy,225100000X,Y,,,
1588109300,pharmacy,183500000X,Y,,,
1588109888,nursing,163W00000X,Y,,,
1588111686,advanced-practice,363A00000X,Y,,Y,Y
1588111777,rehab-therapy,2255A2300X,Y,,,
1588112015,other-clinical,176P00000X,Y,,,
1588112189,behavioral-health,103TC0700X,Y,,Y,Y
1588112411,physician,208000000X,Y,,,
1588112767,advanced-practice,363A00000X,Y,,Y,Y
1588113179,behavioral-health,101YM0800X,Y,,Y,Y
1588113419,rehab-therapy,225100000X,Y,,,
1588113484,pharmacy,183500000X,Y,,,
1588114169,behavioral-health,101YM0800X,Y,,Y,
1588115422,behavioral-health,1041C0700X,Y,,Y,
1588115448,rehab-therapy,225100000X,Y,,,
1588115992,rehab-therapy,235Z00000X,Y,,Y,
1588116016,rehab-therapy,225XP0200X,Y,,,
1588116248,advanced-practice,363LF0000X,Y,,Y,Y
1588116636,advanced-practice,363LF0000X,Y,,Y,Y
1588117477,pharmacy,183500000X,Y,,,
1588117865,behavioral-health,101YM0800X,Y,,,
1588117949,pharmacy,183500000X,Y,,,
1588120919,advanced-practice,363LF0000X,Y,,Y,Y
1588120935,rehab-therapy,224Z00000X,Y,,,
1588120968,behavioral-health,1041C0700X,Y,,Y,
1588121701,rehab-therapy,225100000X,Y,,Y,
1588122139,behavioral-health,103T00000X,Y,,Y,Y
1588122147,behavioral-health,106S00000X,Y,,,
1588123012,nursing,163W00000X,Y,,,
1588124051,student,390200000X,Y,,,
1588124507,behavioral-health,103K00000X,Y,,,
1588125264,physician,2084P0800X,Y,,Y,Y
1588125454,dental,1223S0112X,Y,,Y,Y
1588125553,physician,2084P0800X,Y,,Y,Y
1588125975,physician,207Q00000X,Y,,Y,Y
1588126080,physician,2086S0129X,Y,,Y,Y
1588126270,pharmacy,183500000X,Y,,,
1588126726,behavioral-health,1041C0700X,Y,,Y,
1588127690,dental,1223G0001X,Y,,,
1588128144,advanced-practice,363A00000X,Y,,Y,Y
1588128250,rehab-therapy,225X00000X,Y,,Y,Y
1588129969,physician,208100000X,Y,,Y,Y
1588130090,nursing,163WP0808X,Y,,,
1588130249,behavioral-health,101YA0400X,Y,,,
1588130355,behavioral-health,106H00000X,Y,,,
1588130611,advanced-practice,363LP2300X,Y,,Y,Y
1588131270,behavioral-health,1041C0700X,Y,,Y,Y
1588132781,pharmacy,183500000X,Y,,,
1588133243,pharmacy,183500000X,Y,,,
1588135156,pharmacy,1835P0018X,Y,,,
1588137533,rehab-therapy,235Z00000X,Y,,Y,Y
1588137772,behavioral-health,101YP2500X,Y,,Y,Y
1588138671,rehab-therapy,225100000X,Y,,,
1588138705,advanced-practice,363A00000X,Y,,Y,Y
1588138754,behavioral-health,101YM0800X,Y,,,
1588139315,behavioral-health,104100000X,Y,,,
1588139893,rehab-therapy,224Z00000X,Y,,,
1588140636,eye-vision,152W00000X,Y,,Y,
1588141139,behavioral-health,104100000X,Y,,,
1588141329,behavioral-health,104100000X,Y,,,
1588142400,rehab-therapy,225X00000X,Y,,,
1588142418,behavioral-health,101YP2500X,Y,,,
1588142889,physician,207ZP0102X,Y,,Y,Y
1588143044,chiropractic,111N00000X,Y,,Y,Y
1588143135,dental,122300000X,Y,,,
1588143366,pharmacy,183500000X,Y,,,
1588143713,behavioral-health,101YP2500X,Y,,Y,
1588144745,other-clinical,171M00000X,Y,,,
1588146245,rehab-therapy,225100000X,Y,,,
1588146682,nursing,163WW0101X,Y,,,
1588146898,rehab-therapy,235Z00000X,Y,,Y,
1588146997,behavioral-health,101YM0800X,Y,,,Y
1588147458,advanced-practice,363A00000X,Y,,Y,Y
1588147730,pharmacy,183500000X,Y,,,
1588148175,advanced-practice,363L00000X,Y,,Y,Y
1588148555,behavioral-health,103TA0400X,Y,,,
1588148688,rehab-therapy,225100000X,Y,,,
1588149587,advanced-practice,363LP0808X,Y,,Y,Y
1588150791,pharmacy,183500000X,Y,,,
1588151559,rehab-therapy,2255A2300X,Y,,,
1588152169,pharmacy,183500000X,Y,,,
1588152177,student,390200000X,Y,,,
1588152474,rehab-therapy,231H00000X,Y,,Y,Y
1588152938,advanced-practice,363LF0000X,Y,,Y,Y
1588153589,pharmacy,183500000X,Y,,,
1588154041,physician,207RN0300X,Y,,Y,Y
1588154520,physician,207N00000X,Y,,Y,Y
1588154587,behavioral-health,101YM0800X,Y,,,
1588154793,behavioral-health,101YP2500X,Y,,,
1588156343,physician,207P00000X,Y,,Y,Y
1588156350,advanced-practice,363LA2100X,Y,,Y,Y
1588156764,rehab-therapy,231H00000X,Y,,Y,Y
1588157127,advanced-practice,363A00000X,Y,,Y,
1588157663,physician,208000000X,Y,,,
1588157762,physician,207ZP0007X,Y,,Y,Y
1588157853,physician,2084P0800X,Y,,Y,Y
1588157895,physician,2085R0001X,Y,,Y,Y
1588157945,physician,207R00000X,Y,,Y,Y
1588158315,physician,208600000X,Y,,Y,
1588158372,dental,1223P0221X,Y,,,
1588158596,physician,207P00000X,Y,,Y,Y
1588160600,behavioral-health,1041C0700X,Y,,Y,Y
1588161319,rehab-therapy,2255A2300X,Y,,,
1588161558,student,390200000X,Y,,Y,
1588162648,behavioral-health,103K00000X,Y,,,
1588162713,advanced-practice,363LG0600X,Y,,Y,Y
1588163158,behavioral-health,101YA0400X,Y,,,
1588163232,behavioral-health,101Y00000X,Y,,,
1588163612,rehab-therapy,225X00000X,Y,,,
1588165898,behavioral-health,1041C0700X,Y,,Y,Y
1588167894,rehab-therapy,225100000X,Y,,,
1588168645,behavioral-health,101YP2500X,Y,,Y,
1588168926,advanced-practice,367500000X,Y,,Y,Y
1588168967,physician,207RP1001X,Y,,Y,Y
1588169932,behavioral-health,101YP2500X,Y,,,
1588170146,advanced-practice,363L00000X,Y,,,
1588170245,advanced-practice,363A00000X,Y,,Y,
1588170948,rehab-therapy,225100000X,Y,,Y,Y
1588171698,pharmacy,183500000X,Y,,,
1588172183,behavioral-health,101YP2500X,Y,,Y,
1588174205,rehab-therapy,225X00000X,Y,,,
1588174213,behavioral-health,101YM0800X,Y,,Y,Y
1588174437,advanced-practice,363A00000X,Y,,Y,Y
1588175277,behavioral-health,103K00000X,Y,,,
1588175491,advanced-practice,363A00000X,Y,,Y,Y
1588175954,behavioral-health,1041C0700X,Y,,Y,
1588176242,rehab-therapy,225100000X,Y,,,
1588176358,behavioral-health,101YP2500X,Y,,Y,Y
1588176846,rehab-therapy,225200000X,Y,,,
1588176853,dietary,133V00000X,Y,,,
1588178503,physician,208600000X,Y,,Y,Y
1588178974,behavioral-health,101YP2500X,Y,,Y,Y
1588179295,rehab-therapy,225700000X,Y,,Y,
1588179402,advanced-practice,363A00000X,Y,,Y,
1588180160,rehab-therapy,231H00000X,Y,,Y,Y
1588180921,physician,208000000X,Y,,Y,Y
1588181424,pharmacy,183500000X,Y,,Y,
1588182810,rehab-therapy,2251X0800X,Y,,,
1588182869,rehab-therapy,225100000X,Y,,,
1588182935,advanced-practice,363AM0700X,Y,,Y,Y
1588183677,pharmacy,183500000X,Y,,Y,
1588183800,advanced-practice,363LP0808X,Y,,Y,
1588183859,behavioral-health,101YA0400X,Y,,,
1588183867,physician,208600000X,Y,,Y,Y
1588184949,student,390200000X,Y,,Y,Y
1588185060,behavioral-health,1041C0700X,Y,,Y,Y
1588185151,behavioral-health,101Y00000X,Y,,,
1588185847,physician,207RH0003X,Y,,Y,Y
1588186159,physician,207R00000X,Y,,Y,Y
1588188551,behavioral-health,101YP2500X,Y,,,
1588188775,advanced-practice,363LP0808X,Y,,,
1588188999,pharmacy,183500000X,Y,,,
1588191522,behavioral-health,101YA0400X,Y,,,
1588191985,eye-vision,152W00000X,Y,,Y,Y
1588192025,podiatry,213E00000X,Y,,Y,
1588192488,nursing,164W00000X,Y,,,
1588192710,podiatry,213E00000X,Y,,Y,
1588192975,podiatry,213ES0103X,Y,,Y,Y
1588194245,behavioral-health,104100000X,Y,,,
1588194948,pharmacy,183500000X,Y,,,
1588194997,behavioral-health,101Y00000X,Y,,,
1588195945,physician,207R00000X,Y,,Y,Y
1588196109,physician,207P00000X,Y,,Y,Y
1588196950,dental,122300000X,Y,,,
1588197669,advanced-practice,363LF0000X,Y,,Y,Y
1588197818,student,390200000X,Y,,Y,
1588198139,advanced-practice,363LF0000X,Y,,Y,Y
1588198824,rehab-therapy,2255A2300X,Y,,,
1588199517,rehab-therapy,222Z00000X,Y,,,
1588200935,other-clinical,171M00000X,Y,,,
1588201107,behavioral-health,101YM0800X,Y,,,
1588201818,behavioral-health,101YP2500X,Y,,,
1588201925,other-clinical,171M00000X,Y,,,
1588201966,advanced-practice,367500000X,Y,,Y,Y
1588202022,rehab-therapy,225X00000X,Y,,,
1588202980,behavioral-health,101YP2500X,Y,,,
1588203616,nursing,163W00000X,Y,,Y,Y
1588204630,advanced-practice,367500000X,Y,,Y,Y
1588204770,behavioral-health,101YM0800X,Y,,,
1588205744,advanced-practice,363AM0700X,Y,,Y,
1588206494,dental,1223G0001X,Y,,,
1588206536,rehab-therapy,235Z00000X,Y,,,
1588206957,nursing,163WP0807X,Y,,,
1588206965,behavioral-health,101YP2500X,Y,,,
1588206981,behavioral-health,103K00000X,Y,,,
1588207906,dental,124Q00000X,Y,,,
1588208029,pharmacy,183500000X,Y,,,
1588208151,rehab-therapy,225X00000X,Y,,Y,Y
